Time (s),Distance (m),Altitude (m),Velocity (m/s),Total Power (W),Fuel Consumption (kg),Dynamic Weight (N),Carbon Emissions (kg),CO Emissions (kg),NOx Emissions (kg),SO2 Emissions (kg),Pressure (Pa),True Airspeed (m/s),Groundspeed (m/s),Acceleration (m/s^2),Power (W),Cumulative Fuel Consumption (kg),Cumulative Carbon Emissions (kg),Cumulative CO Emissions (kg),Cumulative NOx Emissions (kg),Cumulative SO2 Emissions (kg),Weight (N),Engine Power (W),Motor Power (W),Battery Energy Consumption (kWh),Cumulative Battery Energy Consumption (kWh),Climb Angle (degrees),Airspeed (m/s),Power Drag (W),Power Climb (W),Drag (N),Lift (N),Heading (degrees),Drag Coefficient,Lift Coefficient,Horizontal Distance (m),Descent Angle (degrees)
2.0,0.0,0.0,0.0,19885.333333333332,0.00324633078950499,14999.366030711257,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
2.1,0.0,0.0,0.0,20879.6,0.0032479302422950183,14999.334168515581,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
2.2,0.0,0.0,0.0,21873.866666666665,0.0032495312719485604,14999.302290613803,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
2.3000000000000003,0.0,0.0,0.0,22868.13333333333,0.003251133880798655,14999.270396990432,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
2.4000000000000004,0.0,0.0,0.0,23862.4,0.003252738071182948,14999.238487629953,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
2.5,0.0,0.0,0.0,24856.66666666666,0.003254343845443699,14999.20656251683,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
2.6,0.0,0.0,0.0,25850.93333333333,0.0032559512059277974,14999.1746216355,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
2.7,0.0,0.0,0.0,26845.2,0.00325756015498677,14999.142664970379,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
2.8000000000000003,0.0,0.0,0.0,27839.466666666667,0.003259170694976793,14999.110692505861,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
2.9000000000000004,0.0,0.0,0.0,28833.733333333334,0.003260782828258708,14999.078704226316,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
3.0,0.0,0.0,0.0,29828.0,0.0032623965571980254,14999.04670011609,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
3.1,0.0,0.0,0.0,30822.266666666663,0.0032640118841649455,14999.014680159507,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
3.2,0.0,0.0,0.0,31816.533333333333,0.003265628811534362,14998.982644340866,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
3.3000000000000003,0.0,0.0,0.0,32810.8,0.0032672473416858775,14998.950592644444,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
3.4000000000000004,0.0,0.0,0.0,33805.066666666666,0.0032688674770038127,14998.918525054494,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
3.5,0.0,0.0,0.0,34799.33333333333,0.0032704892198772246,14998.886441555247,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
3.6,0.0,0.0,0.0,35793.6,0.0032721125726999094,14998.85434213091,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
3.7,0.0,0.0,0.0,36787.86666666667,0.00327373753787042,14998.822226765662,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
3.8000000000000003,0.0,0.0,0.0,37782.13333333333,0.0032753641177920775,14998.790095443666,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
3.9000000000000004,0.0,0.0,0.0,38776.399999999994,0.003276992314872978,14998.757948149057,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
4.0,0.0,0.0,0.0,39770.666666666664,0.0032786221315260116,14998.725784865948,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
4.1000000000000005,0.0,0.0,0.0,40764.93333333334,0.0032802535701688704,14998.693605578424,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
4.2,0.0,0.0,0.0,41759.2,0.00328188663322406,14998.661410270552,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
4.3,0.0,0.0,0.0,42753.46666666667,0.0032835213231189133,14998.629198926372,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
4.4,0.0,0.0,0.0,43747.73333333333,0.003285157642285603,14998.596971529902,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
4.5,0.0,0.0,0.0,44742.0,0.00328679559316115,14998.564728065132,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
4.6000000000000005,0.0,0.0,0.0,45736.26666666666,0.00328843517818744,14998.532468516034,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
4.7,0.0,0.0,0.0,46730.53333333333,0.003290076399811231,14998.500192866553,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
4.800000000000001,0.0,0.0,0.0,47724.8,0.003291719260484171,14998.467901100606,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
4.9,0.0,0.0,0.0,48719.06666666667,0.0032933637626628063,14998.435593202095,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
5.0,0.0,0.0,0.0,49713.33333333332,0.003295009908808594,14998.403269154891,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
5.1000000000000005,0.0,0.0,0.0,50707.6,0.003296657701387914,14998.370928942839,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
5.2,0.0,0.0,0.0,51701.86666666666,0.003298307142872085,14998.338572549768,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
5.300000000000001,0.0,0.0,0.0,52696.13333333334,0.003299958235737374,14998.306199959476,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
5.4,0.0,0.0,0.0,53690.4,0.0033016109824650056,14998.273811155737,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
5.5,0.0,0.0,0.0,54684.66666666666,0.0033032653855411807,14998.241406122304,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
5.6000000000000005,0.0,0.0,0.0,55678.933333333334,0.0033049214474570837,14998.208984842906,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
5.7,0.0,0.0,0.0,56673.2,0.0033065791707088993,14998.17654730124,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
5.800000000000001,0.0,0.0,0.0,57667.46666666667,0.0033082385577978216,14998.144093480989,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
5.9,0.0,0.0,0.0,58661.73333333333,0.0033098996112300703,14998.111623365803,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
6.0,0.0,0.0,0.0,59656.0,0.0033115623335168974,14998.079136939312,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
6.1000000000000005,0.0,0.0,0.0,60650.26666666666,0.0033132267271746077,14998.046634185117,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
6.2,0.0,0.0,0.0,61644.533333333326,0.003314892794724563,14998.014115086802,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
6.300000000000001,0.0,0.0,0.0,62638.8,0.0033165605386932,14997.981579627916,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
6.4,0.0,0.0,0.0,63633.066666666666,0.003318229961612047,14997.949027791994,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
6.5,0.0,0.0,0.0,64627.33333333333,0.0033199010660177265,14997.916459562535,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
6.6000000000000005,0.0,0.0,0.0,65621.6,0.003321573854451977,14997.883874923024,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
6.7,0.0,0.0,0.0,66615.86666666667,0.003323248329461659,14997.851273856912,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
6.800000000000001,0.0,0.0,0.0,67610.13333333333,0.0033249244935987746,14997.818656347628,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
6.9,0.0,0.0,0.0,68604.4,0.003326602349420475,14997.786022378581,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
7.0,0.0,0.0,0.0,69598.66666666666,0.0033282818994890746,14997.753371933148,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
7.1000000000000005,0.0,0.0,0.0,70592.93333333333,0.00332996314637207,14997.720704994681,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
7.2,0.0,0.0,0.0,71587.2,0.0033316460926421433,14997.688021546513,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
7.300000000000001,0.0,0.0,0.0,72581.46666666666,0.003333330740877182,14997.655321571945,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
7.4,0.0,0.0,0.0,73575.73333333334,0.0033350170936602896,14997.622605054255,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
7.5,0.0,0.0,0.0,74570.0,0.0033367051535798014,14997.5898719767,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
7.6000000000000005,0.0,0.0,0.0,75564.26666666666,0.003338394923229293,14997.557122322502,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
7.7,0.0,0.0,0.0,76558.53333333333,0.0033400864052075987,14997.524356074868,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
7.800000000000001,0.0,0.0,0.0,77552.79999999999,0.003341779602118822,14997.49157321697,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
7.9,0.0,0.0,0.0,78547.06666666667,0.003343474516572349,14997.458773731963,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
8.0,0.0,0.0,0.0,79541.33333333333,0.00334517115118286,14997.425957602969,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
8.1,0.0,0.0,0.0,80535.59999999999,0.0033468695085703518,14997.39312481309,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
8.200000000000001,0.0,0.0,0.0,81529.86666666668,0.0033485695913601375,14997.3602753454,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
8.3,0.0,0.0,0.0,82524.13333333333,0.0033502714021828714,14997.327409182944,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
8.4,0.0,0.0,0.0,83518.4,0.0033519749436745562,14997.294526308746,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
8.5,0.0,0.0,0.0,84512.66666666666,0.003353680218476561,14997.261626705804,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
8.6,0.0,0.0,0.0,85506.93333333333,0.0033553872292356314,14997.228710357085,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
8.700000000000001,0.0,0.0,0.0,86501.2,0.0033570959786039033,14997.195777245535,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
8.8,0.0,0.0,0.0,87495.46666666666,0.003358806469238918,14997.162827354072,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
8.9,0.0,0.0,0.0,88489.73333333334,0.0033605187038036385,14997.129860665587,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
9.0,0.0,0.0,0.0,89484.0,0.0033622326849664596,14997.096877162947,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
9.1,0.0,0.0,0.0,90478.26666666666,0.0033639484154012185,14997.063876828992,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
9.200000000000001,0.0,0.0,0.0,91472.53333333333,0.003365665897787218,14997.030859646535,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
9.3,0.0,0.0,0.0,92466.79999999999,0.003367385134809237,14996.997825598362,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
9.4,0.0,0.0,0.0,93461.06666666667,0.0033691061291575355,14996.964774667236,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
9.5,0.0,0.0,0.0,94455.33333333331,0.003370828883527884,14996.931706835889,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
9.600000000000001,0.0,0.0,0.0,95449.6,0.0033725534006215628,14996.898622087028,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
9.700000000000001,0.0,0.0,0.0,96443.86666666667,0.0033742796831453866,14996.865520403337,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
9.8,0.0,0.0,0.0,97438.13333333335,0.0033760077338117174,14996.832401767468,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
9.9,0.0,0.0,0.0,98432.4,0.0033777375553384705,14996.79926616205,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
10.0,0.0,0.0,0.0,99426.66666666664,0.0033794691504491375,14996.766113569684,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
10.100000000000001,0.0,0.0,0.0,100420.93333333333,0.003381202521872798,14996.732943972944,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
10.200000000000001,0.0,0.0,0.0,101415.2,0.003382937672344134,14996.69975735438,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
10.3,0.0,0.0,0.0,102409.46666666667,0.003384674604603443,14996.666553696508,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
10.4,0.0,0.0,0.0,103403.73333333332,0.0033864133213966532,14996.633332981824,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
10.5,0.0,0.0,0.0,104397.99999999999,0.0033881538254753383,14996.600095192796,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
10.600000000000001,0.0,0.0,0.0,105392.26666666668,0.0033898961195967304,14996.566840311863,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
10.700000000000001,0.0,0.0,0.0,106386.53333333333,0.0033916402065237395,14996.533568321438,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
10.8,0.0,0.0,0.0,107380.8,0.0033933860890249606,14996.500279203905,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
10.9,0.0,0.0,0.0,108375.06666666665,0.0033951337698746933,14996.466972941622,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
11.0,0.0,0.0,0.0,109369.33333333331,0.003396883251852959,14996.433649516921,1.57179952377927,0.0009948098251767537,0.007461073688825648,0.00039792393007070134,101324.98964538038,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
